trans_id,lang,translation
רש''י/החלוץ,HE,רש''י/החלוץ
רש''י/הסיגלית,AR,راشي/هَسيجليت
רש''י/הסיגלית,HE,רש''י/הסיגלית
רש''י/הסיגלית,EN,Rashi/HaSigalit
רש''י/חזון אי''ש,EN,Rashi/Hazon Ish
רש''י/חזון אי''ש,AR,راشي/حَزون إيش
רש''י/חזון אי''ש,HE,רש''י/חזון אי''ש
רשי/חיים נחמן ביאליק,EN,Rashi/Hayim Nahman Bialik
רשי/חיים נחמן ביאליק,AR,راشي/حاييم نحمان بياليك
רשי/חיים נחמן ביאליק,HE,רשי/חיים נחמן ביאליק
רש''י/צדק,HE,רש''י/צדק
רש''י/צדק,AR,راشي/تْسيدك
רש''י/צדק,EN,Rashi/Tsedek
רשי/צלאח,EN,Rashi/Zalach
רשי/צלאח,HE,רשי/צלאח
רשי/צלאח,AR,راشي/تسلاح
רש''י/רעות,EN,Rashi/Re'ut
רש''י/רעות,AR,راشي/رِعوت
רש''י/רעות,HE,רש''י/רעות
רש''י/שבטי ישראל,EN,Rashi/Shivtei Israel
רש''י/שבטי ישראל,HE,רש''י/שבטי ישראל
רש''י/שבטי ישראל,AR,راشي/شِفتي يِسرائيل
רש''י/שילה,AR,راشي/شِيلو
רש''י/שילה,EN,Rashi/Shilo
רש''י/שילה,HE,רש''י/שילה
רש''י/ששת הימים,EN,Rashi/Sheshet Hayamim
רש''י/ששת הימים,AR,راشي/شِيشِت هَيَميم
רש''י/ששת הימים,HE,רש''י/ששת הימים
רשל"צ משה דיין,HE,רשל"צ משה דיין
רשל"צ משה דיין,AR,رشلتس موشيه ديّان
רשל"צ משה דיין,EN,Rashlaz Moshe Dayan
רשל"צ משה דיין-ראשון לציון<->הוד השרון-הוד השרון,HE,רשל"צ משה דיין-ראשון לציון<->הוד השרון-הוד השרון
רשל"צ משה דיין-ראשון לציון<->הוד השרון-הוד השרון,EN,Rashlaz Moshe Dayan-Rishon LeTsiyon<->Hod HaSharon-Hod HaSharon
רשל"צ משה דיין-ראשון לציון<->הוד השרון-הוד השרון,AR,رشلتس موشيه ديّان-ريشون لِتْسِيون<->هود هَشارون-هود هشَرون
רשל"צ משה דיין-ראשון לציון<->תל אביב מרכז-תל אביב יפו,AR,رشلتس موشيه ديّان-ريشون لِتْسِيون<->تل أبيب مركز-تل ابيب - يافا
רשל"צ משה דיין-ראשון לציון<->תל אביב מרכז-תל אביב יפו,EN,Rashlaz Moshe Dayan-Rishon LeTsiyon<->Tel Aviv Center-Tel Aviv Yafo
רשל"צ משה דיין-ראשון לציון<->תל אביב מרכז-תל אביב יפו,HE,רשל"צ משה דיין-ראשון לציון<->תל אביב מרכז-תל אביב יפו
רשפון-תחנת-שדור,HE,רשפון-תחנת-שדור
רשפון-תחנת-שדור,AR,رِشبون- محطة الإذاعة
רשפון-תחנת-שדור,EN,Rishpon-Broadcasting Station
רתמים - מרכז,AR,رتميم - مركز
רתמים - מרכז,HE,רתמים - מרכז
רתמים - מרכז,EN,Retamim-Center
ש"י עגנון / בורלא,EN,SY Agnon/Burlah
ש"י עגנון / בורלא,HE,ש"י עגנון / בורלא
ש"י עגנון / בורלא,AR,شاي عچنون/بورلا
ש"י עגנון/אבן גבירול,HE,ש"י עגנון/אבן גבירול
ש"י עגנון/אבן גבירול,AR,شاي عجنون/إيڤن جڤيرول
ש"י עגנון/אבן גבירול,EN,SY Agnon/Ibn Gabirol
ש"י עגנון/ההסתדרות,EN,Shai Agnon/Ha'istadrut
ש"י עגנון/ההסתדרות,AR,شاي عِجنون/هَهِستدروت
ש"י עגנון/ההסתדרות,HE,ש"י עגנון/ההסתדרות
ש"י עגנון/יאנוש קורצ'אק,AR,شاي عجنون/يانوش كورتشاك
ש"י עגנון/יאנוש קורצ'אק,EN,SI Agnon/Janusz Korczak
ש"י עגנון/יאנוש קורצ'אק,HE,ש"י עגנון/יאנוש קורצ'אק
ש"י עגנון/יצחק אפשטיין,EN,SY Agnon/Itzhak Epstein
ש"י עגנון/יצחק אפשטיין,AR,شاي عجنون/يتسحاك أبشتاين
ש"י עגנון/יצחק אפשטיין,HE,ש"י עגנון/יצחק אפשטיין
ש"י עגנון/ישראל גלילי,EN,SY Agnon/Israel Galili
ש"י עגנון/ישראל גלילי,AR,شاي عجنون/يسرائيل جَليلي
ש"י עגנון/ישראל גלילי,HE,ש"י עגנון/ישראל גלילי
ש"י עגנון/קופת חולים,EN,Shai Agnon/Kupat Holim
ש"י עגנון/קופת חולים,AR,شاي عِجنون/كوبات حوليم
ש"י עגנון/קופת חולים,HE,ש"י עגנון/קופת חולים
ש"י עגנון/קצנלסון,EN,SY Agnon/Katznelson
ש"י עגנון/קצנלסון,HE,ש"י עגנון/קצנלסון
ש"י עגנון/קצנלסון,AR,شاي عچنون/كَتسنلسون
ש"י עגנון/שד' לוי אשכול,AR,شاي عِجنون/ سديروت ليفي أشكول
ש"י עגנון/שד' לוי אשכול,HE,ש"י עגנון/שד' לוי אשכול
ש"י עגנון/שד' לוי אשכול,EN,Shai Agnon/Sderot Levy Eshkol
ש.א. 150,HE,ש.א. 150
ש.א. 150,AR,ش.أ. 150
ש.א. 150,EN,S.A 150
ש.ג בסיס פלמחים,HE,ש.ג בסיס פלמחים
ש.ג בסיס פלמחים,EN,GK Palmahim Base
ש.ג בסיס פלמחים,AR,ش. ج قاعدة بلمحيم
שא נס - ישיבת באר יעקב,EN,Sa Ness - Be'er Yaacov Yeshiva
שא נס - ישיבת באר יעקב,HE,שא נס - ישיבת באר יעקב
שא נס - ישיבת באר יעקב,AR,شا نيس - يشيفات بئير يعكوف
שא נס - מועצה מקומית,AR,شا نيس - مجلس محلي
שא נס - מועצה מקומית,HE,שא נס - מועצה מקומית
שא נס - מועצה מקומית,EN,Sa Ness - Local Council
שאגאל/דגה,HE,שאגאל/דגה
שאגאל/דגה,EN,Chagall/Daga
שאגאל/דגה,AR,شاجال/ديغا
שאגאל/דה גויה,HE,שאגאל/דה גויה
שאגאל/דה גויה,AR,شاجال/دي جويا
שאגאל/דה גויה,EN,Chagall/De Goya
שאגאל/הנרי מטיס,HE,שאגאל/הנרי מטיס
שאגאל/הנרי מטיס,EN,Chagall/Henri Matisse
שאגאל/הנרי מטיס,AR,شاجال/هنري ماتيس
שאגאל/ואן גוך,EN,Chagall/Van Goche
שאגאל/ואן גוך,AR,شاجال/ڤان جوخ
שאגאל/ואן גוך,HE,שאגאל/ואן גוך
שאגאל/סזאן,AR,شاجال/سيزان
שאגאל/סזאן,EN,Chagall/Cezanne
שאגאל/סזאן,HE,שאגאל/סזאן
שאגאל/סרה,EN,Chagall/Sara
שאגאל/סרה,HE,שאגאל/סרה
שאגאל/סרה,AR,شاجال/سارا
שאגאל/פיקסו,AR,شاجال/بيكاسو
שאגאל/פיקסו,EN,Chagall/Picasso
שאגאל/פיקסו,HE,שאגאל/פיקסו
שאגאל/קדנדינסקי,HE,שאגאל/קדנדינסקי
שאגאל/קדנדינסקי,AR,شاجال/كدندينسكي
שאגאל/קדנדינסקי,EN,Chagall/Kadendinski
שאגאל/קנדינסקי,EN,Chagall/Kandinski
שאגאל/קנדינסקי,AR,شاجال/كاندينسكي
שאגאל/קנדינסקי,HE,שאגאל/קנדינסקי
שאגאל/רנואר,AR,شاجال/رِنوار
שאגאל/רנואר,HE,שאגאל/רנואר
שאגאל/רנואר,EN,Chagall/Renoir
שאול אביגור,AR,شاؤول أڨيچور
שאול אביגור,HE,שאול אביגור
שאול אביגור,EN,Shaul Avigor
שאול המלך,AR,شاؤول هميلخ
שאול המלך,EN,Shaul Hamelech
שאול המלך,HE,שאול המלך
שאול המלך / אלפסי,AR,شاؤول هميلخ/الفاسي
שאול המלך / אלפסי,HE,שאול המלך / אלפסי
שאול המלך / אלפסי,EN,Shaul HaMelech/Alfassi
שאול המלך/אבא אחימאיר,AR,شاؤول هميلخ/أبا أحيمئير
שאול המלך/אבא אחימאיר,HE,שאול המלך/אבא אחימאיר
שאול המלך/אבא אחימאיר,EN,Shaul HaMelech/Abba Ahimeir
שאול המלך/אברבנאל,EN,Shaul HaMelech/Abrabanel
שאול המלך/אברבנאל,AR,شاؤول هميلخ/أبرافانيل
שאול המלך/אברבנאל,HE,שאול המלך/אברבנאל
שאול המלך/אלפסי,EN,Shaul HaMelech/Alfassi
שאול המלך/אלפסי,HE,שאול המלך/אלפסי
שאול המלך/אלפסי,AR,شاؤول هميلخ/الفاسي
שאול המלך/דבורה הנביאה,EN,Shaul Hamelech/Dvora Hanevi'a
שאול המלך/דבורה הנביאה,AR,شاؤول هميلخ/دْفورا هَنفيئا
שאול המלך/דבורה הנביאה,HE,שאול המלך/דבורה הנביאה
שאול המלך/הרב בלוי,HE,שאול המלך/הרב בלוי
שאול המלך/הרב בלוי,AR,شاؤول هميلخ/هَراڨ بلوي
שאול המלך/הרב בלוי,EN,Shaul HaMelech/Rabbi Bloy
שאול המלך/יהושפט,AR,شاؤول هميليخ/يهوشفات
שאול המלך/יהושפט,HE,שאול המלך/יהושפט
שאול המלך/יהושפט,EN,Shaul HaMelech/Yehoshafat
שאול המלך/ים סוף,HE,שאול המלך/ים סוף
שאול המלך/ים סוף,EN,Shaul HaMelech/Yam Suf
שאול המלך/ים סוף,AR,شاؤول هميلخ/يام سوف
שאול המלך/מלכי ישראל,HE,שאול המלך/מלכי ישראל
שאול המלך/מלכי ישראל,AR,شاؤول هميلخ/مَلْخي يسرائيل
שאול המלך/מלכי ישראל,EN,Shaul Hamelech/Malkei Israel
שאול המלך/רחבת השל''ה,HE,שאול המלך/רחבת השל''ה
שאול המלך/רחבת השל''ה,EN,Shaul HaMelech/HaShiloah Court
שאול המלך/רחבת השל''ה,AR,شاؤول هَميلخ/رِحڤات هَشيلا
שאול המלך/רחבת חי"ל,EN,Shaul HaMelech/Hil Plaza
שאול המלך/רחבת חי"ל,HE,שאול המלך/רחבת חי"ל
שאול המלך/רחבת חי"ל,AR,شاؤول هميلخ/رِحفات حيل
שאול המלך/רחבת שמגר השופט,EN,Shaul HaMelech/Shmgar HaShofet Plaza
שאול המלך/רחבת שמגר השופט,AR,شاؤول هميلخ/رِحفات شمغار هَشوفيط
שאול המלך/רחבת שמגר השופט,HE,שאול המלך/רחבת שמגר השופט
שאול המלך/שד. גולדה מאיר,EN,Shaul Hamelech/Sd. Golda Meir
שאול המלך/שד. גולדה מאיר,AR,شاؤول هميلخ/سديروت جولدا مئير
שאול המלך/שד. גולדה מאיר,HE,שאול המלך/שד. גולדה מאיר
שאול המלך/שלמה המלך,AR,شاؤول هميلخ/شلومو هَميلخ
שאול המלך/שלמה המלך,HE,שאול המלך/שלמה המלך
שאול המלך/שלמה המלך,EN,Shaul Hamelech/Shlomo Hamelekh
שאול המלך/תדהר,HE,שאול המלך/תדהר
שאול המלך/תדהר,AR,شاؤول هميلخ/تِدهَار
שאול המלך/תדהר,EN,Shaul HaMelech/Tidhar
שאול טשרניחובסקי/אבן עזרא,AR,شاؤول تشارنيخوبسكي/إبن عزرا
שאול טשרניחובסקי/אבן עזרא,HE,שאול טשרניחובסקי/אבן עזרא
שאול טשרניחובסקי/אבן עזרא,EN,Shaul Tchernichovsky/Ibn Ezra
שאול טשרניחובסקי/משה מזרחי,EN,Shaul Tchernichovsky/Moshe Mizrahi
שאול טשרניחובסקי/משה מזרחי,HE,שאול טשרניחובסקי/משה מזרחי
שאול טשרניחובסקי/משה מזרחי,AR,شاؤول تشارنيخوبسكي/موشيه مِزراحي
שאולזון/זרח ברנט,AR,شاؤولزون/زيرَح برْنيت
שאולזון/זרח ברנט,HE,שאולזון/זרח ברנט
שאולזון/זרח ברנט,EN,Shaulson/Zerah Barnet
שאולזון/מעלות בוסטון,HE,שאולזון/מעלות בוסטון
שאולזון/מעלות בוסטון,AR,شاؤولزون/معالوت بوسطن
שאולזון/מעלות בוסטון,EN,Shaulson/Ma'alot Bustan
שאולזון/משקלוב,AR,شاؤولزون/مِشكِلوف
שאולזון/משקלוב,HE,שאולזון/משקלוב
שאולזון/משקלוב,EN,Shaulson/Mishklov
שאולזון/קצנלבוגן,EN,Shaulson/Katzenelbogen
שאולזון/קצנלבוגן,HE,שאולזון/קצנלבוגן
שאולזון/קצנלבוגן,AR,شاؤولزون/كتسنِلبوجِن
שאולזון/רוז'ין,AR,شَؤولزون/روزين
שאולזון/רוז'ין,HE,שאולזון/רוז'ין
שאולזון/רוז'ין,EN,Shaulson/Rozin
שאולזון/רוזנטל,HE,שאולזון/רוזנטל
שאולזון/רוזנטל,AR,شاؤولزون/روزِنتال
שאולזון/רוזנטל,EN,Shaulson/Rosenthal
שאר יישוב 1,AR,شار ييشوڤ 1
שאר יישוב 1,HE,שאר יישוב 1
שאר יישוב 1,EN,She'ar Yashuv 1
שאר יישוב 2,AR,شار ييشوڤ 2
שאר יישוב 2,HE,שאר יישוב 2
שאר יישוב 2,EN,She'ar Yashuv 2
שבדיה א,AR,شفيديا أ
שבדיה א,EN,Schvedia A
שבדיה א,HE,שבדיה א
'שבדיה ב,AR,شفيديا ب'
'שבדיה ב,HE,'שבדיה ב
'שבדיה ב,EN,Shvediya B'
שבדיה ג,AR,شفيديا ج
שבדיה ג,EN,Sweden G
שבדיה ג,HE,שבדיה ג
שבדיה ד,EN,Sweden D
שבדיה ד,HE,שבדיה ד
שבדיה ד,AR,شفيديا د
שבדיה ה,AR,شفيديا ھ
שבדיה ה,HE,שבדיה ה
שבדיה ה,EN,Sweden H
שבדיה/האג,AR,شفيديا/هاج
שבדיה/האג,EN,Shvedia/Hague
שבדיה/האג,HE,שבדיה/האג
שבדיה/ליבריה,AR,شفيديا/ليبيريا
שבדיה/ליבריה,HE,שבדיה/ליבריה
שבדיה/ליבריה,EN,Shvedia/Liberia
שבדיה/פינלנד,EN,Shvedia/Finland
שבדיה/פינלנד,HE,שבדיה/פינלנד
שבדיה/פינלנד,AR,شفيديا/فنلندا
שבות רחל -מרכז,HE,שבות רחל -מרכז
שבות רחל -מרכז,EN,Shvut Rachel - Center
שבות רחל -מרכז,AR,شَڤوت راحيل - مركز
שבות רחל/כניסה,EN,Shevut Rahel/Entrance
שבות רחל/כניסה,HE,שבות רחל/כניסה
שבות רחל/כניסה,AR,شَفوت رَحيل/دخول
שבות-רחל,AR,شَڤوت راحيل
שבות-רחל,HE,שבות-רחל
שבות-רחל,EN,Shvut-Rachel
שבזי/אהבת ציון,AR,شابازي/أهَفات تْسيون
שבזי/אהבת ציון,HE,שבזי/אהבת ציון
שבזי/אהבת ציון,EN,Shabazi/Ahavat Tsion
שבזי/אלי כהן,AR,شابازي/إيلي كوهين
שבזי/אלי כהן,EN,Shabazi/Eli Cohen
שבזי/אלי כהן,HE,שבזי/אלי כהן
שבזי/בר יהודה,EN,Shabazi/Bar Yehuda
שבזי/בר יהודה,HE,שבזי/בר יהודה
שבזי/בר יהודה,AR,شابازي/بار يهودا
שבזי/האלון,EN,Shabazi/Ha'alon
שבזי/האלון,AR,شابازي/هَألون
שבזי/האלון,HE,שבזי/האלון
שבזי/הבנים,EN,Shabazi/Habanim
שבזי/הבנים,AR,شابازي/هَبَنيم
שבזי/הבנים,HE,שבזי/הבנים
שבזי/הדס,EN,Shabazi/Hadas
שבזי/הדס,HE,שבזי/הדס
שבזי/הדס,AR,شابازي/هَداس
שבזי/ההדס,EN,Shabazi/Ha'adas
שבזי/ההדס,AR,شابازي/هَهداس
שבזי/ההדס,HE,שבזי/ההדס
שבזי/היסמין,EN,Shabazi/Hayasmin
שבזי/היסמין,HE,שבזי/היסמין
שבזי/היסמין,AR,شابازي/هَياسمين
שבזי/הכלנית,HE,שבזי/הכלנית
שבזי/הכלנית,EN,Shabazi/HaCalanit
שבזי/הכלנית,AR,شابازي/هَكلانيت
שבזי/הלולב,AR,شابازي/هَلولاڤ
שבזי/הלולב,EN,Shabazi/HaLulav
שבזי/הלולב,HE,שבזי/הלולב
שבזי/התמר,AR,شابازي/هتمار
שבזי/התמר,HE,שבזי/התמר
שבזי/התמר,EN,Shabazi/Hatamar
שבזי/ויצמן,AR,شابازي/فايتسمَن
שבזי/ויצמן,HE,שבזי/ויצמן
שבזי/ויצמן,EN,Shabazi/Weizmann
שבזי/מגדל,EN,Shabazi/Migdal
שבזי/מגדל,HE,שבזי/מגדל
שבזי/מגדל,AR,شابازي/مِجْدال
שבזי/סעדיה אבני,EN,Shabazi/Saadia Avni
שבזי/סעדיה אבני,HE,שבזי/סעדיה אבני
שבזי/סעדיה אבני,AR,شابازي/سعاديا آفني
שבזי/צלאח,HE,שבזי/צלאח
שבזי/צלאח,AR,شابازي/تسلاح
שבזי/צלאח,EN,Shabazi/Zalach
שבזי/רשי,HE,שבזי/רשי
שבזי/רשי,AR,شابازي/راشي
שבזי/רשי,EN,Shabazi/Rashi
שבזי/שבת אחים,AR,شابازي/شيڤت أحيم
שבזי/שבת אחים,HE,שבזי/שבת אחים
שבזי/שבת אחים,EN,Shabazi/Shevet Ahim
שבזי/שד. הגרי זכריה,HE,שבזי/שד. הגרי זכריה
שבזי/שד. הגרי זכריה,AR,شابازي/سديروت هجري زخاريا
שבזי/שד. הגרי זכריה,EN,Shabazi/HaGri Zechariya BLVD
שבזי/שד. יצחק בן צבי,AR,شابازي/سديروت يتسحاك بن تْسفي
שבזי/שד. יצחק בן צבי,HE,שבזי/שד. יצחק בן צבי
שבזי/שד. יצחק בן צבי,EN,Shabazi/Sd. Itshak Ben Zvi
שבזי/שמואל הנביא,EN,Shabazi/Shmuel Hanavi
שבזי/שמואל הנביא,AR,شابازي/شموئيل هَنفي
שבזי/שמואל הנביא,HE,שבזי/שמואל הנביא
שבט בינימין/שבט אשר,EN,Shvevet Binyamin/Shvevet Asher
שבט בינימין/שבט אשר,HE,שבט בינימין/שבט אשר
שבט בינימין/שבט אשר,AR,شيڤط بنيامين/شيڤط آشير
שבט בנימין/שבט יהודה,EN,Shevet Binyamin/Shevet Yehuda
שבט בנימין/שבט יהודה,AR,شيفِط بنيامين/شيفِط يهودا
שבט בנימין/שבט יהודה,HE,שבט בנימין/שבט יהודה
שבט זנון,HE,שבט זנון
שבט זנון,AR,عشيرة زنون
שבט זנון,EN,Shevet Zanun
שבט עזזמה,HE,שבט עזזמה
שבט עזזמה,EN,Shevet Azazme
שבט עזזמה,AR,عشيرة عَزازمة
שבטי ישראל,AR,شِفطي يسرائيل
שבטי ישראל,EN,Shivtei Israel
שבטי ישראל,HE,שבטי ישראל
שבטי ישראל / התומר,HE,שבטי ישראל / התומר
שבטי ישראל / התומר,EN,Shivtei Israel/HaTomer
שבטי ישראל / התומר,AR,شِفطي يسرائيل/هَتومر
שבטי ישראל / חנה סנש,EN,Shivtei Israel/Hannah Szenes
